"Auto Increment","Record ID","Created On","Codigo Vitrine - Automatico","Data/Hora - Cod Vitrine Criado"
27060,68j9XxdQ2V,"2024-06-03 00:41:03",148818,"2024-06-03 00:41:03"
27059,Varw7znrOR,"2024-06-03 00:40:54",148817,"2024-06-03 00:40:54"
27058,5MjKDGGr0k,"2024-06-03 00:40:45",148816,"2024-06-03 00:40:45"
27057,X9QoePkrwY,"2024-06-03 00:40:32",148815,"2024-06-03 00:40:32"
27056,DXQ87VmNYR,"2024-06-03 00:40:21",148814,"2024-06-03 00:40:21"
27055,3kjZ3ZYr6V,"2024-06-03 00:40:11",148813,"2024-06-03 00:40:11"
27054,98rdRyVQZw,"2024-06-03 00:40:03",148812,"2024-06-03 00:40:03"
27053,2ejlaXGro9,"2024-06-03 00:39:54",148811,"2024-06-03 00:39:54"
27052,ykNOnM3rDY,"2024-06-03 00:39:44",148810,"2024-06-03 00:39:44"
27051,GArg6EbjmR,"2024-06-01 20:16:01",148809,"2024-06-01 20:16:01"
27050,6WQbyVLNnB,"2024-05-31 16:17:13",148808,"2024-05-31 16:17:13"
27049,aANBPX6j1b,"2024-05-31 16:16:03",148807,"2024-05-31 16:16:03"
27048,PzQ4EwkjJG,"2024-05-31 16:14:47",148806,"2024-05-31 16:14:47"
27047,m9N0DZlNzq,"2024-05-31 16:13:42",148805,"2024-05-31 16:13:42"
27046,MXQJy3ZNZ6,"2024-05-31 16:12:13",148804,"2024-05-31 16:12:13"
27045,VWQW3O0QZ4,"2024-05-31 16:10:09",148803,"2024-05-31 16:10:09"
27044,a6jM2z4r75,"2024-05-31 12:46:10",148802,"2024-05-31 12:46:10"
27043,74QY3dArBE,"2024-05-31 09:42:09",148801,"2024-05-31 09:42:09"
27042,AXQveabNLY,"2024-05-31 09:40:34",148800,"2024-05-31 09:40:34"
27041,3GN6nA5Nzx,"2024-05-31 09:39:26",148799,"2024-05-31 09:39:26"
27040,03rzxWoQ69,"2024-05-31 09:38:25",148798,"2024-05-31 09:38:25"
27039,X6Qam1PQZk,"2024-05-31 09:37:13",148797,"2024-05-31 09:37:13"
27038,DzjGmq5NYp,"2024-05-31 09:35:35",148796,"2024-05-31 09:35:35"
27037,OGQ3yKzrln,"2024-05-31 09:34:27",148795,"2024-05-31 09:34:27"
27036,awrR30ON5k,"2024-05-30 23:24:19",148794,"2024-05-30 23:24:19"
27035,VXr7X1lNJe,"2024-05-30 23:23:54",148793,"2024-05-30 23:23:54"
27034,0VNqeqgNml,"2024-05-29 23:17:50",148792,"2024-05-29 23:17:50"
27033,4yQk6xBNgP,"2024-05-29 23:17:38",148791,"2024-05-29 23:17:38"
27032,8qQPXWKQ16,"2024-05-29 23:17:26",148790,"2024-05-29 23:17:26"
27031,loNLAapQM8,"2024-05-29 23:17:11",148789,"2024-05-29 23:17:11"
27030,GWN5w9XjlA,"2024-05-29 23:16:50",148788,"2024-05-29 23:16:50"
27029,xPjX3l3QKG,"2024-05-29 18:03:10",148787,"2024-05-29 18:03:10"
27028,5nQx56XjxY,"2024-05-29 18:03:00",148786,"2024-05-29 18:03:00"
27027,72NpekmQwv,"2024-05-29 17:06:21",148785,"2024-05-29 17:06:21"
27026,Z9Q2woRj2m,"2024-05-29 17:06:09",148784,"2024-05-29 17:06:09"
27025,oOjDALGrB9,"2024-05-29 17:05:58",148783,"2024-05-29 17:05:58"
27024,bEjE1PejK5,"2024-05-29 09:27:12",148782,"2024-05-29 09:27:12"
27023,YZjneLdQPv,"2024-05-29 09:25:27",148781,"2024-05-29 09:25:27"
27022,blNe3eRjxw,"2024-05-29 09:24:27",148780,"2024-05-29 09:24:27"
27021,PEryyMYrOn,"2024-05-29 09:23:26",148779,"2024-05-29 09:23:26"
27020,kMjme5mjvV,"2024-05-29 09:22:28",148778,"2024-05-29 09:22:28"
27019,9EjV3gPro2,"2024-05-29 09:21:18",148777,"2024-05-29 09:21:18"
27018,GDN1DYyreq,"2024-05-29 09:20:16",148776,"2024-05-29 09:20:16"
27017,b1rAzx8NKk,"2024-05-29 09:19:01",148775,"2024-05-29 09:19:01"
27016,68j9XmdQ2V,"2024-05-29 09:18:06",148774,"2024-05-29 09:18:06"
27015,Varw7MnrOR,"2024-05-29 09:16:56",148773,"2024-05-29 09:16:56"
27014,5MjKDvGr0k,"2024-05-29 00:48:14",148772,"2024-05-29 00:48:14"
27013,X9QoekkrwY,"2024-05-29 00:48:05",148771,"2024-05-29 00:48:05"
27012,DXQ87vmNYR,"2024-05-29 00:47:35",148770,"2024-05-29 00:47:35"
27011,3kjZ38Yr6V,"2024-05-29 00:47:19",148769,"2024-05-29 00:47:19"
27010,98rdReVQZw,"2024-05-28 23:43:57",148768,"2024-05-28 23:43:57"
27009,2ejla5Gro9,"2024-05-28 23:43:24",148767,"2024-05-28 23:43:24"
27008,ykNOnW3rDY,"2024-05-28 23:43:04",148766,"2024-05-28 23:43:04"
27007,GArg6DbjmR,"2024-05-28 23:42:30",148765,"2024-05-28 23:42:30"
27006,6WQbymLNnB,"2024-05-28 20:24:06",148764,"2024-05-28 20:24:06"
27005,aANBPv6j1b,"2024-05-28 20:23:55",148763,"2024-05-28 20:23:55"
27004,PzQ4EvkjJG,"2024-05-28 20:23:43",148762,"2024-05-28 20:23:43"
27003,m9N0DvlNzq,"2024-05-28 20:03:35",148761,"2024-05-28 20:03:35"
27002,MXQJyvZNZ6,"2024-05-28 20:02:57",148760,"2024-05-28 20:02:57"
27001,VWQW3l0QZ4,"2024-05-28 19:27:55",148759,"2024-05-28 19:27:55"
27000,a6jM2v4r75,"2024-05-28 19:27:45",148758,"2024-05-28 19:27:45"
26999,3kjZ381r6V,"2024-05-28 19:27:31",148757,"2024-05-28 19:27:31"
26998,98rdReKQZw,"2024-05-28 19:27:20",148756,"2024-05-28 19:27:20"
26997,2ejla5Mro9,"2024-05-28 19:27:07",148755,"2024-05-28 19:27:07"
26996,ykNOnW1rDY,"2024-05-28 19:26:57",148754,"2024-05-28 19:26:57"
26995,GArg6DvjmR,"2024-05-28 19:21:01",148753,"2024-05-28 19:21:01"
26994,6WQbymnNnB,"2024-05-28 19:20:50",148752,"2024-05-28 19:20:50"
26993,aANBPvlj1b,"2024-05-28 19:20:38",148751,"2024-05-28 19:20:38"
26992,PzQ4EvXjJG,"2024-05-28 19:20:19",148750,"2024-05-28 19:20:19"
26991,m9N0DvJNzq,"2024-05-28 19:19:55",148749,"2024-05-28 19:19:55"
26990,MXQJyvzNZ6,"2024-05-28 19:19:45",148748,"2024-05-28 19:19:45"
26989,VWQW3leQZ4,"2024-05-28 16:28:30",148747,"2024-05-28 16:28:30"
26988,a6jM2vZr75,"2024-05-28 10:51:58",148746,"2024-05-28 10:51:58"
26987,74QY3ZJrBE,"2024-05-28 10:49:04",148745,"2024-05-28 10:49:04"
26986,AXQvez0NLY,"2024-05-28 10:47:05",148744,"2024-05-28 10:47:05"
26985,3GN6nvnNzx,"2024-05-28 10:45:54",148743,"2024-05-28 10:45:54"
26984,03rzx05Q69,"2024-05-28 10:44:33",148742,"2024-05-28 10:44:33"
26983,X6QamVJQZk,"2024-05-28 10:42:55",148741,"2024-05-28 10:42:55"
26982,DzjGmvgNYp,"2024-05-28 07:02:08",148740,"2024-05-28 07:02:08"
26981,OGQ3yvVrln,"2024-05-28 07:01:57",148739,"2024-05-28 07:01:57"
26980,awrR34vN5k,"2024-05-28 07:01:45",148738,"2024-05-28 07:01:45"
26979,VXr7XvONJe,"2024-05-27 22:49:17",148737,"2024-05-27 22:49:17"
26978,0VNqe76Nml,"2024-05-27 19:08:07",148736,"2024-05-27 19:08:07"
26977,4yQk6XmNgP,"2024-05-27 09:25:30",148735,"2024-05-27 09:25:30"
26976,8qQPXJEQ16,"2024-05-27 09:23:14",148734,"2024-05-27 09:23:14"
26975,loNLAvRQM8,"2024-05-26 23:32:03",148733,"2024-05-26 23:32:03"
26974,GWN5wvEjlA,"2024-05-26 23:31:52",148732,"2024-05-26 23:31:52"
26973,xPjX3d7QKG,"2024-05-26 23:31:42",148731,"2024-05-26 23:31:42"
26972,5nQx5WRjxY,"2024-05-26 23:31:20",148730,"2024-05-26 23:31:20"
26971,72NpeRlQwv,"2024-05-26 23:31:11",148729,"2024-05-26 23:31:11"
26970,Z9Q2wYoj2m,"2024-05-25 22:56:23",148728,"2024-05-25 22:56:23"
26969,oOjDAPvrB9,"2024-05-25 12:40:20",148727,"2024-05-25 12:40:20"
26968,bEjE1kkjK5,"2024-05-25 12:40:09",148726,"2024-05-25 12:40:09"
26967,YZjneqxQPv,"2024-05-25 12:39:57",148725,"2024-05-25 12:39:57"
26966,blNe3Dmjxw,"2024-05-25 02:43:43",148724,"2024-05-25 02:43:43"
26965,PEryyB0rOn,"2024-05-24 19:33:26",148723,"2024-05-24 19:33:26"
26964,kMjmekXjvV,"2024-05-24 19:13:24",148722,"2024-05-24 19:13:24"
26963,9EjV3dEro2,"2024-05-24 19:13:05",148721,"2024-05-24 19:13:05"
26962,GDN1Do9req,"2024-05-24 19:12:23",148720,"2024-05-24 19:12:23"
26961,b1rAzX6NKk,"2024-05-24 18:48:20",148719,"2024-05-24 18:48:20"
26960,68j9XykQ2V,"2024-05-24 18:48:08",148718,"2024-05-24 18:48:08"
26959,Varw70PrOR,"2024-05-24 18:47:56",148717,"2024-05-24 18:47:56"
26958,5MjKDa8r0k,"2024-05-24 16:51:49",148716,"2024-05-24 16:51:49"
26957,X9Qoe7prwY,"2024-05-24 16:09:46",148715,"2024-05-24 16:09:46"
26956,DXQ87mZNYR,"2024-05-24 16:08:07",148714,"2024-05-24 16:08:07"
26955,3kjZ3K1r6V,"2024-05-24 16:05:22",148713,"2024-05-24 16:05:22"
26954,98rdREKQZw,"2024-05-24 16:03:58",148712,"2024-05-24 16:03:58"
26953,2ejlaPMro9,"2024-05-24 13:22:40",148711,"2024-05-24 13:22:40"
26952,ykNOn01rDY,"2024-05-24 13:21:40",148710,"2024-05-24 13:21:40"
26951,GArg6pvjmR,"2024-05-24 13:20:03",148709,"2024-05-24 13:20:03"
26950,6WQbyenNnB,"2024-05-24 13:18:36",148708,"2024-05-24 13:18:36"
26949,aANBP5lj1b,"2024-05-24 13:17:24",148707,"2024-05-24 13:17:24"
26948,PzQ4E9XjJG,"2024-05-24 13:15:05",148706,"2024-05-24 13:15:05"
26947,m9N0D8JNzq,"2024-05-24 13:12:31",148705,"2024-05-24 13:12:31"
26946,MXQJyGzNZ6,"2024-05-24 13:11:22",148704,"2024-05-24 13:11:22"
26945,VWQW3ZeQZ4,"2024-05-24 13:10:33",148703,"2024-05-24 13:10:33"
26944,a6jM2WZr75,"2024-05-24 02:28:28",148702,"2024-05-24 02:28:28"
26943,74QY3oJrBE,"2024-05-23 22:37:12",148701,"2024-05-23 22:37:12"
26942,AXQveJ0NLY,"2024-05-23 22:37:02",148700,"2024-05-23 22:37:02"
26941,3GN6n1nNzx,"2024-05-23 22:36:54",148699,"2024-05-23 22:36:54"
26940,03rzxb5Q69,"2024-05-23 22:36:46",148698,"2024-05-23 22:36:46"
26939,X6QamyJQZk,"2024-05-23 20:06:35",148697,"2024-05-23 20:06:35"
26938,DzjGm7gNYp,"2024-05-23 20:06:18",148696,"2024-05-23 20:06:18"
26937,OGQ3ywVrln,"2024-05-23 20:05:54",148695,"2024-05-23 20:05:54"
26936,awrR3bvN5k,"2024-05-23 20:05:30",148694,"2024-05-23 20:05:30"
26935,VXr7XVONJe,"2024-05-23 20:05:03",148693,"2024-05-23 20:05:03"
26934,0VNqe36Nml,"2024-05-23 20:04:42",148692,"2024-05-23 20:04:42"
26933,4yQk6LmNgP,"2024-05-23 18:55:27",148691,"2024-05-23 18:55:27"
26932,8qQPX4EQ16,"2024-05-23 18:55:03",148690,"2024-05-23 18:55:03"
26931,loNLAMRQM8,"2024-05-23 18:54:50",148689,"2024-05-23 18:54:50"
26930,GWN5wAEjlA,"2024-05-23 18:39:09",148688,"2024-05-23 18:39:09"
26929,xPjX387QKG,"2024-05-23 18:07:35",148687,"2024-05-23 18:07:35"
26928,5nQx54RjxY,"2024-05-23 18:07:22",148686,"2024-05-23 18:07:22"
26927,72Npe5lQwv,"2024-05-23 09:46:59",148685,"2024-05-23 09:46:59"
26926,Z9Q2wgoj2m,"2024-05-23 09:45:50",148684,"2024-05-23 09:45:50"
26925,oOjDADvrB9,"2024-05-23 09:44:09",148683,"2024-05-23 09:44:09"
26924,bEjE12kjK5,"2024-05-23 09:42:23",148682,"2024-05-23 09:42:23"
26923,YZjnexxQPv,"2024-05-23 09:40:36",148681,"2024-05-23 09:40:36"
26922,blNe3Vmjxw,"2024-05-23 09:39:34",148680,"2024-05-23 09:39:34"
26921,PEryyv0rOn,"2024-05-23 09:37:46",148679,"2024-05-23 09:37:46"
26920,kMjmepXjvV,"2024-05-23 09:36:39",148678,"2024-05-23 09:36:39"
26919,9EjV34Ero2,"2024-05-23 09:35:25",148677,"2024-05-23 09:35:25"
26918,GDN1Db9req,"2024-05-23 06:47:18",148676,"2024-05-23 06:47:18"
26917,b1rAze6NKk,"2024-05-23 06:47:09",148675,"2024-05-23 06:47:09"
26916,68j9XKkQ2V,"2024-05-23 06:46:59",148674,"2024-05-23 06:46:59"
26915,Varw73PrOR,"2024-05-23 06:46:46",148673,"2024-05-23 06:46:46"
26914,5MjKDP8r0k,"2024-05-23 06:46:36",148672,"2024-05-23 06:46:36"
26913,X9QoeXprwY,"2024-05-23 06:46:24",148671,"2024-05-23 06:46:24"
26912,DXQ87oZNYR,"2024-05-22 23:48:08",148670,"2024-05-22 23:48:08"
26911,3kjZ3Y1r6V,"2024-05-22 23:47:04",148669,"2024-05-22 23:47:04"
26910,98rdR1KQZw,"2024-05-22 23:46:34",148668,"2024-05-22 23:46:34"
26909,2ejla2Mro9,"2024-05-22 21:12:03",148667,"2024-05-22 21:12:03"
26908,ykNOnR1rDY,"2024-05-22 21:11:55",148666,"2024-05-22 21:11:55"
26907,GArg6yvjmR,"2024-05-22 21:11:47",148665,"2024-05-22 21:11:47"
26906,6WQby9nNnB,"2024-05-22 21:11:38",148664,"2024-05-22 21:11:38"
26905,aANBPnlj1b,"2024-05-22 21:11:29",148663,"2024-05-22 21:11:29"
26904,PzQ4ElXjJG,"2024-05-22 21:11:16",148662,"2024-05-22 21:11:16"
26903,m9N0DBJNzq,"2024-05-22 21:11:07",148661,"2024-05-22 21:11:07"
26902,MXQJyLzNZ6,"2024-05-22 21:10:56",148660,"2024-05-22 21:10:56"
26901,VWQW3BeQZ4,"2024-05-22 21:10:48",148659,"2024-05-22 21:10:48"
26900,a6jM2qZr75,"2024-05-22 17:19:33",148658,"2024-05-22 17:19:33"
26899,3kjZ3Y0r6V,"2024-05-22 17:19:21",148657,"2024-05-22 17:19:21"
26898,98rdR1DQZw,"2024-05-22 17:19:10",148656,"2024-05-22 17:19:10"
26897,2ejla2aro9,"2024-05-22 17:18:59",148655,"2024-05-22 17:18:59"
26896,ykNOnRJrDY,"2024-05-22 16:44:31",148654,"2024-05-22 16:44:31"
26895,GArg6yOjmR,"2024-05-22 16:44:21",148653,"2024-05-22 16:44:21"
26894,6WQby93NnB,"2024-05-22 09:38:56",148652,"2024-05-22 09:38:56"
26893,aANBPndj1b,"2024-05-22 09:36:27",148651,"2024-05-22 09:36:27"
26892,PzQ4ElBjJG,"2024-05-22 09:35:08",148650,"2024-05-22 09:35:08"
26891,m9N0DBMNzq,"2024-05-22 09:32:34",148649,"2024-05-22 09:32:34"
26890,MXQJyLqNZ6,"2024-05-21 22:54:23",148648,"2024-05-21 22:54:23"
26889,VWQW3BqQZ4,"2024-05-21 22:53:58",148647,"2024-05-21 22:53:58"
26888,a6jM2qPr75,"2024-05-21 22:18:48",148646,"2024-05-21 22:18:48"
26887,74QY3g1rBE,"2024-05-21 22:18:33",148645,"2024-05-21 22:18:33"
26886,AXQveRnNLY,"2024-05-21 22:18:16",148644,"2024-05-21 22:18:16"
26885,3GN6nZ9Nzx,"2024-05-21 22:17:58",148643,"2024-05-21 22:17:58"
26884,03rzxvpQ69,"2024-05-21 20:48:50",148642,"2024-05-21 20:48:50"
26883,X6Qam9eQZk,"2024-05-21 20:48:39",148641,"2024-05-21 20:48:39"
26882,DzjGmaqNYp,"2024-05-21 20:47:47",148640,"2024-05-21 20:47:47"
26881,OGQ3yavrln,"2024-05-21 18:17:37",148639,"2024-05-21 18:17:37"
26880,awrR3WbN5k,"2024-05-21 18:17:26",148638,"2024-05-21 18:17:26"
26879,VXr7Xa8NJe,"2024-05-21 18:17:15",148637,"2024-05-21 18:17:15"
26878,0VNqePPNml,"2024-05-21 09:34:43",148636,"2024-05-21 09:34:43"
26877,4yQk62GNgP,"2024-05-21 09:32:55",148635,"2024-05-21 09:32:55"
26876,8qQPXaMQ16,"2024-05-21 09:31:45",148634,"2024-05-21 09:31:45"
26875,loNLA6KQM8,"2024-05-21 09:30:21",148633,"2024-05-21 09:30:21"
26874,GWN5waYjlA,"2024-05-21 09:28:57",148632,"2024-05-21 09:28:57"
26873,xPjX3g1QKG,"2024-05-21 09:27:13",148631,"2024-05-21 09:27:13"
26872,5nQx5vqjxY,"2024-05-20 22:57:47",148630,"2024-05-20 22:57:47"
26871,72NpeLzQwv,"2024-05-20 20:57:28",148629,"2024-05-20 20:57:28"
26870,Z9Q2waqj2m,"2024-05-20 20:57:17",148628,"2024-05-20 20:57:17"
26869,oOjDAaorB9,"2024-05-20 20:57:07",148627,"2024-05-20 20:57:07"
26868,bEjE1aEjK5,"2024-05-20 20:56:58",148626,"2024-05-20 20:56:58"
26867,YZjneXZQPv,"2024-05-20 20:56:48",148625,"2024-05-20 20:56:48"
26866,blNe3mwjxw,"2024-05-20 20:56:35",148624,"2024-05-20 20:56:35"
26865,PEryy6orOn,"2024-05-20 20:56:05",148623,"2024-05-20 20:56:05"
26864,kMjmexMjvV,"2024-05-20 19:59:42",148622,"2024-05-20 19:59:42"
26863,9EjV3B7ro2,"2024-05-20 19:59:33",148621,"2024-05-20 19:59:33"
26862,GDN1DaOreq,"2024-05-20 19:59:13",148620,"2024-05-20 19:59:13"
26861,b1rAzaONKk,"2024-05-20 19:59:00",148619,"2024-05-20 19:59:00"
26860,68j9Xa0Q2V,"2024-05-20 19:58:45",148618,"2024-05-20 19:58:45"
26859,Varw76krOR,"2024-05-20 19:58:25",148617,"2024-05-20 19:58:25"
26858,5MjKDzRr0k,"2024-05-20 19:09:37",148616,"2024-05-20 19:09:37"
26857,X9Qoe5lrwY,"2024-05-20 19:08:29",148615,"2024-05-20 19:08:29"
26856,DXQ87abNYR,"2024-05-20 19:08:19",148614,"2024-05-20 19:08:19"
26855,3kjZ3l0r6V,"2024-05-20 18:45:27",148613,"2024-05-20 18:45:27"
26854,98rdRVDQZw,"2024-05-20 18:45:16",148612,"2024-05-20 18:45:16"
26853,2ejlaparo9,"2024-05-20 18:45:05",148611,"2024-05-20 18:45:05"
26852,ykNOnaJrDY,"2024-05-20 09:38:19",148610,"2024-05-20 09:38:19"
26851,GArg6eOjmR,"2024-05-20 09:37:14",148609,"2024-05-20 09:37:14"
26850,6WQbyA3NnB,"2024-05-20 09:35:54",148608,"2024-05-20 09:35:54"
26849,aANBPadj1b,"2024-05-20 09:34:42",148607,"2024-05-20 09:34:42"
26848,PzQ4EaBjJG,"2024-05-20 09:31:10",148606,"2024-05-20 09:31:10"
26847,m9N0DaMNzq,"2024-05-20 09:30:08",148605,"2024-05-20 09:30:08"
26846,MXQJyaqNZ6,"2024-05-20 09:28:07",148604,"2024-05-20 09:28:07"
26845,VWQW3bqQZ4,"2024-05-20 09:26:50",148603,"2024-05-20 09:26:50"
26844,a6jM2aPr75,"2024-05-19 23:36:11",148602,"2024-05-19 23:36:11"
26843,74QY3O1rBE,"2024-05-19 23:36:01",148601,"2024-05-19 23:36:01"
26842,AXQve3nNLY,"2024-05-19 23:35:49",148600,"2024-05-19 23:35:49"
26841,3GN6na9Nzx,"2024-05-19 23:35:37",148599,"2024-05-19 23:35:37"
26840,03rzx6pQ69,"2024-05-19 23:35:29",148598,"2024-05-19 23:35:29"
26839,X6QamGeQZk,"2024-05-19 23:35:19",148597,"2024-05-19 23:35:19"
26838,DzjGmpqNYp,"2024-05-19 23:35:04",148596,"2024-05-19 23:35:04"
26837,OGQ3ygvrln,"2024-05-19 23:34:45",148595,"2024-05-19 23:34:45"
26836,awrR3GbN5k,"2024-05-19 19:39:19",148594,"2024-05-19 19:39:19"
26835,VXr7XZ8NJe,"2024-05-19 19:38:29",148593,"2024-05-19 19:38:29"
26834,0VNqeGPNml,"2024-05-19 19:37:43",148592,"2024-05-19 19:37:43"
26833,4yQk6GGNgP,"2024-05-19 19:37:27",148591,"2024-05-19 19:37:27"
26832,8qQPXRMQ16,"2024-05-18 19:00:34",148590,"2024-05-18 19:00:34"
26831,loNLAPKQM8,"2024-05-18 19:00:22",148589,"2024-05-18 19:00:22"
26830,GWN5wlYjlA,"2024-05-17 20:12:33",148588,"2024-05-17 20:12:33"
26829,xPjX3G1QKG,"2024-05-17 20:12:23",148587,"2024-05-17 20:12:23"
26828,5nQx5JqjxY,"2024-05-17 20:12:11",148586,"2024-05-17 20:12:11"
26827,72NpeGzQwv,"2024-05-17 17:25:38",148585,"2024-05-17 17:25:38"
26826,Z9Q2wbqj2m,"2024-05-17 17:25:27",148584,"2024-05-17 17:25:27"
26825,oOjDAEorB9,"2024-05-17 17:25:17",148583,"2024-05-17 17:25:17"
26824,bEjE1DEjK5,"2024-05-17 17:25:06",148582,"2024-05-17 17:25:06"
26823,YZjneGZQPv,"2024-05-17 09:35:37",148581,"2024-05-17 09:35:37"
26822,blNe3Gwjxw,"2024-05-17 09:28:56",148580,"2024-05-17 09:28:56"
26821,PEryy0orOn,"2024-05-17 09:27:34",148579,"2024-05-17 09:27:34"
26820,kMjmeGMjvV,"2024-05-17 09:21:54",148578,"2024-05-17 09:21:54"
26819,9EjV3G7ro2,"2024-05-17 09:19:30",148577,"2024-05-17 09:19:30"
26818,GDN1DBOreq,"2024-05-17 02:29:57",148576,"2024-05-17 02:29:57"
26817,b1rAzyONKk,"2024-05-16 23:45:59",148575,"2024-05-16 23:45:59"
26816,68j9Xo0Q2V,"2024-05-16 23:45:23",148574,"2024-05-16 23:45:23"
26815,Varw7WkrOR,"2024-05-16 23:44:40",148573,"2024-05-16 23:44:40"
26814,5MjKDLRr0k,"2024-05-16 19:45:37",148572,"2024-05-16 19:45:37"
26813,X9QoeGlrwY,"2024-05-16 19:45:25",148571,"2024-05-16 19:45:25"
26812,DXQ878bNYR,"2024-05-16 19:45:13",148570,"2024-05-16 19:45:13"
26811,3kjZ3G0r6V,"2024-05-16 17:49:18",148569,"2024-05-16 17:49:18"
26810,98rdRGDQZw,"2024-05-16 17:49:07",148568,"2024-05-16 17:49:07"
26809,2ejlaGaro9,"2024-05-16 17:48:56",148567,"2024-05-16 17:48:56"
26808,ykNOn7JrDY,"2024-05-16 16:46:19",148566,"2024-05-16 16:46:19"
26807,GArg6GOjmR,"2024-05-16 16:46:11",148565,"2024-05-16 16:46:11"
26806,6WQbyG3NnB,"2024-05-16 16:46:02",148564,"2024-05-16 16:46:02"
26805,aANBPedj1b,"2024-05-16 16:45:51",148563,"2024-05-16 16:45:51"
26804,PzQ4EOBjJG,"2024-05-16 16:45:40",148562,"2024-05-16 16:45:40"
26803,m9N0D4MNzq,"2024-05-16 16:45:32",148561,"2024-05-16 16:45:32"
26802,MXQJy5qNZ6,"2024-05-16 16:45:22",148560,"2024-05-16 16:45:22"
26801,VWQW3GqQZ4,"2024-05-16 16:45:13",148559,"2024-05-16 16:45:13"
26800,a6jM2kPr75,"2024-05-16 16:44:48",148558,"2024-05-16 16:44:48"
26799,3kjZ3G5r6V,"2024-05-16 09:33:27",148557,"2024-05-16 09:33:27"
26798,98rdRGOQZw,"2024-05-16 09:30:37",148556,"2024-05-16 09:30:37"
26797,2ejlaG6ro9,"2024-05-15 21:36:38",148555,"2024-05-15 21:36:38"
26796,ykNOn7PrDY,"2024-05-15 21:33:36",148554,"2024-05-15 21:33:36"
26795,GArg6nqjmR,"2024-05-15 21:18:30",148553,"2024-05-15 21:18:30"
26794,6WQby1VNnB,"2024-05-15 19:55:22",148552,"2024-05-15 19:55:22"
26793,aANBP3vj1b,"2024-05-15 17:41:55",148551,"2024-05-15 17:41:55"
26792,PzQ4E39jJG,"2024-05-15 17:41:44",148550,"2024-05-15 17:41:44"
26791,m9N0D3BNzq,"2024-05-15 17:23:02",148549,"2024-05-15 17:23:02"
26790,MXQJy6aNZ6,"2024-05-15 08:35:36",148548,"2024-05-15 08:35:36"
26789,VWQW3gGQZ4,"2024-05-15 08:34:22",148547,"2024-05-15 08:34:22"
26788,a6jM233r75,"2024-05-15 08:32:49",148546,"2024-05-15 08:32:49"
26787,74QY3lprBE,"2024-05-15 08:31:38",148545,"2024-05-15 08:31:38"
26786,AXQve6ANLY,"2024-05-15 08:30:30",148544,"2024-05-15 08:30:30"
26785,3GN6n36Nzx,"2024-05-14 23:16:13",148543,"2024-05-14 23:16:13"
26784,03rzxzqQ69,"2024-05-14 23:15:16",148542,"2024-05-14 23:15:16"
26783,X6QamAkQZk,"2024-05-14 20:55:48",148541,"2024-05-14 20:55:48"
26782,DzjGm3ONYp,"2024-05-14 20:55:30",148540,"2024-05-14 20:55:30"
26781,OGQ3y3Drln,"2024-05-14 20:55:18",148539,"2024-05-14 20:55:18"
26780,awrR3JlN5k,"2024-05-14 20:55:09",148538,"2024-05-14 20:55:09"
26779,VXr7X37NJe,"2024-05-14 20:54:56",148537,"2024-05-14 20:54:56"
26778,0VNqekWNml,"2024-05-14 20:54:47",148536,"2024-05-14 20:54:47"
26777,4yQk6pENgP,"2024-05-14 20:54:38",148535,"2024-05-14 20:54:38"
26776,8qQPXMVQ16,"2024-05-14 19:32:37",148534,"2024-05-14 19:32:37"
26775,loNLA37QM8,"2024-05-14 19:32:27",148533,"2024-05-14 19:32:27"
26774,GWN5w38jlA,"2024-05-14 19:32:13",148532,"2024-05-14 19:32:13"
26773,xPjX3O6QKG,"2024-05-14 17:50:34",148531,"2024-05-14 17:50:34"
26772,5nQx5zbjxY,"2024-05-14 17:50:24",148530,"2024-05-14 17:50:24"
26771,72NpePvQwv,"2024-05-14 17:50:13",148529,"2024-05-14 17:50:13"
26770,Z9Q2w3mj2m,"2024-05-14 17:50:02",148528,"2024-05-14 17:50:02"
26769,oOjDA3MrB9,"2024-05-14 14:13:50",148527,"2024-05-14 14:13:50"
26768,bEjE130jK5,"2024-05-14 09:25:50",148526,"2024-05-14 09:25:50"
26767,YZjne5RQPv,"2024-05-14 09:24:48",148525,"2024-05-14 09:24:48"
26766,blNe3yxjxw,"2024-05-14 09:23:22",148524,"2024-05-14 09:23:22"
26765,PEryyzyrOn,"2024-05-14 09:21:28",148523,"2024-05-14 09:21:28"
26764,kMjmeXKjvV,"2024-05-14 09:19:12",148522,"2024-05-14 09:19:12"
26763,9EjV3bqro2,"2024-05-14 09:15:42",148521,"2024-05-14 09:15:42"
26762,GDN1D3Rreq,"2024-05-13 22:55:37",148520,"2024-05-13 22:55:37"
26761,b1rAz31NKk,"2024-05-13 19:00:22",148519,"2024-05-13 19:00:22"
26760,68j9X3lQ2V,"2024-05-13 19:00:09",148518,"2024-05-13 19:00:09"
26759,Varw7vlrOR,"2024-05-13 18:59:46",148517,"2024-05-13 18:59:46"
26758,5MjKD3Mr0k,"2024-05-13 18:59:12",148516,"2024-05-13 18:59:12"
26757,X9QoeL9rwY,"2024-05-13 17:38:07",148515,"2024-05-13 17:38:07"
26756,DXQ873gNYR,"2024-05-13 17:37:56",148514,"2024-05-13 17:37:56"
26755,3kjZ3d5r6V,"2024-05-13 17:37:44",148513,"2024-05-13 17:37:44"
