Auto Increment;Record ID;Created On;ID Cliente;Nome Empresa;Rede;Email Cliente 01;Email Cliente 02;EndereÃ§o Loja (Cliente);Cliente desde;Data de cadastro no sistema (Cliente);Dados Empresa;ObservaÃ§Ã£o Cliente;Website Cliente;Tota de ServiÃ§os (Cliente);ServiÃ§os Pendente de Agendamento (Cliente);ServiÃ§os Agendados (Cliente);ServiÃ§os Realizados no mÃªs corrente (Cliente);ServiÃ§os Aguardando Retorno (Cliente);ServiÃ§os Cancelados (Cliente);CNPJ/CPF;ServiÃ§os Realizados no mÃªs anterior (Cliente);Fone Fixo 01 - CLIENTE;Celular 01 - CLIENTE;Fone Fixo 02 - CLIENTE;Celular 02 - CLIENTE;Corretor;PreferÃªncia da imobiliÃ¡ria para o agendamento;Preferencias da ImobiliÃ¡ria a respeito do serviÃ§o do fotografo;SessÃ£o FotogrÃ¡fica;Ref
169;7oOjDmErB9;16/12/2020 14:05;376;Bys;Outros;;;;;16/12/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
168;ObEjEm3jK5;02/12/2020 12:46;375;Solange Carvalho;Outros;;;;;02/12/2020;;;;4;0;1;0;0;3;;0;;;;;;;;;
167;4YZjnmoQPv;02/12/2020 12:09;374;Samuel Martins;Outros;;;;;02/12/2020;;;;1;0;0;0;0;0;;0;;;;;;;;;
165;pPErya1rOn;28/11/2020 10:25;372;Uberaba;Apolar;;;;;28/11/2020;;;;1;3;1;1;0;1;;1;;;;;;;;;
163;X9EjVPkNo2;26/11/2020 16:53;370;Davila;Outros;;;;;26/11/2020;;;;4;0;0;0;0;0;;0;;;;;;;;;
162;3GDN1MqNeq;25/11/2020 17:28;369;Schneider;Outros;;;;;25/11/2020;;;;4;0;0;0;0;1;;1;;;;;;;;;
161;6b1rAldjKk;23/11/2020 15:24;368;Sabrina Iglesias;Outros;;;;;23/11/2020;;;;74;4;0;4;0;9;;13;;;;;;;;;
160;K68j9G8N2V;19/11/2020 16:48;367;Pusch;Outros;;;;;19/11/2020;;;;10;0;0;0;0;1;;0;;;;;;;;;
159;DVarw5mQOR;12/11/2020 10:35;366;Bys;Outros;;;;;12/11/2020;;;;3;0;0;0;0;2;;0;;;;;;;;;
158;L5MjK9wN0k;14/01/2022 13:17;365;B Vista;Apolar;;;256 Rua Arary Souto, , 82620-010;;06/11/2020;;;;288;5;1;6;0;22;;24;4133560045;;;;;;;;
157;VX9Qow0QwY;05/11/2020 17:40;364;Firenze;Outros;;;;;05/11/2020;;;;11;1;0;1;0;1;;1;;;;;;;;;
156;JDXQ89PjYR;29/10/2020 15:29;363;Roberto Bollbuck;Outros;;;;;29/10/2020;;;;0;1;0;0;0;1;;0;;;;;;;;;
155;q3kjZ5EQ6V;15/10/2020 10:04;362;Gregory Wall;Outros;;;;;15/10/2020;;;;1;0;0;0;0;0;;0;;;;;;;;;
154;698rdlnrZw;14/10/2020 15:49;361;Paysage;Outros;;;;;14/10/2020;;;;1;0;0;0;0;2;;0;;;;;;;;;
153;K2ejl73Qo9;30/09/2020 16:56;360;Morada Nova;Outros;;;;;30/09/2020;;;;1;0;0;0;0;0;;0;;;;;;;;;
152;eykNOYBjDY;21/09/2020 09:29;359;Jefferson Arriva;Outros;;;;;21/09/2020;;;;1;0;0;0;0;0;;0;;;;;;;;;
151;lGArggkrmR;11/09/2020 10:58;358;Offer;Outros;;;;;11/09/2020;;;;15;0;0;0;0;4;;0;;;;;;;;;
150;o6WQbbdQnB;13/01/2021 13:26;357;Claude;Outros;;;;;10/09/2020;;;;7;1;0;0;1;0;;0;;;;;;<p><strong>* Marcar somente para Augusto</strong></p>;;;
149;oaANBAwr1b;02/09/2020 17:30;356;Olimpo;Outros;;;;;02/09/2020;;;;0;0;0;0;0;1;;0;;;;;;;;;
148;4PzQ4nJrJG;31/08/2020 17:33;355;IMB;Outros;;;;;31/08/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
147;5m9N0nbjzq;03/09/2020 16:27;354;Saldanha Imoveis;Outros;;;;;31/08/2020;;;;2;0;0;0;0;0;;0;;;;;;;;;
146;4MXQJnxQZ6;26/08/2020 16:46;353;Saldanha;Outros;;;;;26/08/2020;;;;1;0;0;0;0;0;;0;;;;;;;;;
145;DVWQWP3jZ4;05/08/2020 14:44;352;Avellar;Outros;;;;;05/08/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
142;4AXQvOxjLY;09/06/2020 16:18;349;Casa Imóveis;Outros;;;;;09/06/2020;;;;4;0;0;0;0;2;;0;;;;;;;;;
141;53GN6BVNzx;24/08/2020 12:38;348;A3+;Outros;;;;;05/05/2020;;;;3;0;0;0;0;1;;0;4135281571;;;;;;;;
140;M03rzaAj69;30/04/2020 14:54;347;Green House;Outros;;;;;30/04/2020;;;;8;0;0;0;0;0;;0;;;;;;;;;
139;LX6QaB7jZk;15/04/2020 09:17;346;Somma;Outros;;;;;15/04/2020;;;;72;2;1;0;0;6;;1;;;;;;;;;
138;0DzjG1RNYp;06/04/2020 16:00;345;Sym;Outros;;;;;06/04/2020;;;;15;0;0;0;0;4;;0;;;;;;;;;
136;JawrR1qj5k;28/10/2020 17:24;343;Concept;Apolar;;;750 Avenida Água Verde, , 80620-200;;13/03/2020;;;;54;0;0;0;0;0;;4;4130685600;;;;;;;;
135;kVXr7bbjJe;06/03/2020 16:40;342;Lucimara;Outros;;;;;06/03/2020;;;;3;0;0;1;0;1;;3;;;;;;;;;
134;W0VNqn0Qml;06/03/2020 16:36;341;SNP;Outros;;;;;06/03/2020;;;;1;0;1;0;0;0;;0;;;;;;;;;
133;W4yQkZ3NgP;06/03/2020 16:36;340;Dicasa;Outros;;;;;06/03/2020;;;;7;1;0;2;0;2;;3;;;;;;;;;
132;B8qQPlnQ16;18/02/2020 14:21;339;Vaticano;Outros;;;;;18/02/2020;;;;17;0;0;0;0;10;;0;;;;;;;;;
131;mloNLqnQM8;13/02/2020 09:05;338;Planeja;Outros;;;;;13/02/2020;;;;14;1;1;0;0;2;;0;;;;;;;;;
130;oGWN5E9NlA;12/02/2020 11:53;337;Particular;Outros;;;;;12/02/2020;;;;6;0;0;0;0;0;;2;;;;;;;;;
129;3xPjXAdrKG;12/02/2020 08:41;336;Carmen;Outros;;;;;12/02/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
128;l5nQxe4jxY;12/02/2020 08:41;335;Paulo Souza;Outros;;;;;12/02/2020;;;;0;0;0;0;0;2;;0;;;;;;;;;
127;m72Npa5Qwv;10/02/2020 16:41;334;JC Amaral;Outros;;;;;10/02/2020;;;;16;0;0;0;0;0;;0;;;;;;;;;
126;4Z9Q2Dar2m;13/01/2021 13:26;333;GreenVille;Outros;;;;;08/02/2020;;;;7;0;0;0;0;0;;2;;;;;;<p><strong>* Marcar somente para Augusto</strong></p>;;;
124;ObEjEo3NK5;08/02/2020 12:47;331;Cross;Outros;;;;;08/02/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
123;4YZjnMoQPv;08/02/2020 09:36;330;Remax;Outros;;;;;08/02/2020;;;;1;0;0;0;0;0;;1;;;;;;;;;
122;PblNeaMNxw;06/02/2020 16:58;329;Cross;Outros;;;;;06/02/2020;;;;1;0;0;0;0;0;;0;;;;;;;;;
121;pPEryn1NOn;06/02/2020 14:32;328;Lais;Outros;;;;;06/02/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
120;DkMjm2qrvV;02/09/2020 17:33;327;Aquilar;Outros;;;;;03/02/2020;;;;24;0;0;0;0;1;;0;;;;;;;;;
119;X9EjV2kjo2;07/02/2020 18:48;326;Seven Brokers;Outros;;;;;03/02/2020;EGLAYCI;;;24;0;0;0;0;7;;0;;;;;;;;;
118;3GDN1yqNeq;31/01/2020 13:39;325;Rose e Hadassa;Outros;;;;;30/01/2020;;;;4;0;0;0;0;0;;0;;;;;;;;;
117;6b1rALdjKk;31/01/2020 13:39;324;Select;Outros;;;;;30/01/2020;;;;22;0;2;0;0;1;;0;;;;;;;;;
116;K68j9W8N2V;27/01/2020 11:39;323;ABCR;Outros;;;;;27/01/2020;;;;0;0;0;0;0;0;;0;;;;;;;;;
115;DVarwRmjOR;28/01/2020 12:59;322;Sevilha;Outros;;;;;27/01/2020;;;;3;0;0;0;0;0;;0;;;;;;;;;
114;L5MjKewN0k;28/10/2020 17:34;321;J Botanico;Apolar;;;475 Avenida Prefeito Omar Sabbag, , 80210-000;;27/01/2020;;;;2;0;0;1;0;0;;1;4132623141;;;;;;;;
113;VX9QoW0QwY;24/01/2020 13:49;320;Vitrine;Vitrine;;;280 Rua São Pio X, , 80540-240;;24/01/2020;;;;0;2;9;0;0;3;;0;;;;;;;;;
112;JDXQ8MPjYR;23/01/2020 15:36;319;Compromisso;Outros;;;;;23/01/2020;;;;0;0;26;0;0;1;;0;;;;;;;;;
111;q3kjZDEN6V;24/01/2020 13:51;318;Danielle Martini;Outros;;;;;23/01/2020;;;;2;0;0;0;0;0;;0;;;;;;;;;
110;698rdOnjZw;24/01/2020 13:51;317;Facille;Outros;;;;;23/01/2020;;;;37;0;0;0;1;4;;0;;;;;;;;;
109;K2ejlv3No9;02/05/2023 11:13;316;LOPES Home VS;Lopes;;;;;22/01/2020;;;;20;1;0;1;0;0;;2;;;;;;;;;
108;eykNODBQDY;02/05/2023 11:13;315;LOPES Inova;Lopes;;;;;21/01/2020;;;;439;1;7;0;0;73;;0;;;;;;;Mínimo de 35 fotos mesmo para ímóveis pequenos;;
107;lGArg9kQmR;24/01/2020 13:51;314;London;Outros;;;;;20/01/2020;;;;7;0;0;0;0;1;;0;;;;;;;;;
106;o6WQbadNnB;24/01/2020 13:51;313;Link Lever;Outros;;;;;17/01/2020;;;;288;1;3;0;2;43;;0;;;;;;;;;
104;4PzQ40JQJG;24/01/2020 13:52;311;Marcia;Outros;;;;;17/01/2020;;;;3;0;0;0;0;1;;0;;;;;;;;;
103;5m9N07brzq;18/12/2020 14:44;310;J8;Outros;;;;;16/01/2020;;;;188;8;10;2;0;23;;15;;;;;;<p><strong>* Preferencialmente para o Augusto</strong></p>;;;
102;4MXQJdxrZ6;13/01/2021 13:23;309;Bom Casa;Outros;;;;;15/01/2020;;;;46;0;0;0;0;16;;0;;;;;;<p><strong>* N&atilde;;;
101;DVWQW23NZ4;13/01/2021 13:17;308;Boulevard;Outros;;;;;15/01/2020;;;;47;3;0;1;0;3;;2;;;;;;;Fazer vários ângulos da fachada de perto e de longe;;
100;ka6jMGMN75;15/01/2020 20:26;307;ABCR;Outros;;;;;15/01/2020;;;;4;0;0;0;0;0;;1;;;;;;;;;
99;q3kjZDVN6V;14/01/2022 13:14;306;Xaxim;Apolar;;;30 Rua João Winter, , 81720-222;;15/01/2020;;;;186;13;0;4;0;16;;7;4130785266;;;;;;;;
98;698rdO2jZw;14/01/2022 13:01;305;VivaVille;Outros;;;81 Rua Taquarí, , 83327-000;;14/01/2020;;;www.vivavilleimoveis.com.br;4;0;0;0;0;2;7,49261E+12;0;4135511000;;;;;;;;
97;K2ejlvONo9;14/01/2020 15:53;304;Esfra;Outros;;;;;14/01/2020;;;;4;0;0;0;0;0;;0;;;;;;;;;
96;eykNODvQDY;24/01/2020 10:58;303;A Santos;Outros;;;610 Rua Castro, , 80620-300;;13/09/2019;Almeida Santos;;www.almeidasantosimoveis.com.br;36;0;0;0;0;9;;0;;;;;;;;;
95;lGArg97QmR;29/08/2019 17:17;302;Soul;Outros;;;Rua Teixeira Soares, 534;;29/08/2019;;;https://www.soulimoveis.com.br/;48;0;1;0;0;8;;0;;;;;;;;;
92;4PzQ40GQJG;17/05/2019 15:41;301;Tha;Outros;;;av do batel Avenida do Batel, , 80420-090;;17/05/2019;;;;0;0;0;0;0;1;;0;;;;;;;;;
91;5m9N07nrzq;17/05/2019 20:18;300;Mega House;Nexus;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
90;4MXQJddrZ6;09/05/2019 19:14;299;Big Tower;Nexus;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
89;DVWQW2RNZ4;09/05/2019 19:14;298;Select;Nexus;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
88;ka6jMGoN75;09/05/2019 19:14;297;RRDi;Nexus;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
87;P74QY8bNBE;27/01/2021 17:15;296;Madero;Nexus;;;;;;;;;258;3;12;1;2;47;;1;;;;;;;Imobiliária pede para fazer bastante fotos, mesmo em imóveis pequenos.;;
86;4AXQvvaQLY;09/05/2019 19:14;295;Invex;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
85;53GN69vrzx;09/05/2019 19:14;294;FG;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
84;M03rzEbj69;09/05/2019 19:14;293;Elite;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
83;LX6QaLwNZk;09/05/2019 19:14;292;BCG;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
82;0DzjGXarYp;09/05/2019 19:14;291;Rede Bee;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
81;kOGQ3ogQln;09/05/2019 19:13;290;Amppliata;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
80;JawrRRJr5k;09/05/2019 19:13;289;Uniterras;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
79;kVXr7nxjJe;09/05/2019 19:13;288;TWA;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
78;W0VNqy8Nml;09/05/2019 19:13;287;Toyo;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
77;W4yQk34QgP;09/05/2019 19:13;286;Tantus;Bee;;;;;;;;;247;15;10;5;0;29;;18;;;;;;;;;
76;B8qQPyZj16;09/05/2019 19:13;285;Roma;Bee;;;;;;;;;5;0;2;0;0;0;;2;;;;;;;;;
75;mloNL2GjM8;09/05/2019 19:13;284;Rocco;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
74;oGWN5eqNlA;09/05/2019 19:13;283;Polatti;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
73;3xPjX7YQKG;09/05/2019 19:13;282;Paraiso;Bee;;;;;;;;;0;0;1;0;0;0;;0;;;;;;;;;
72;l5nQx1LjxY;09/05/2019 19:13;281;OutraSul;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
71;m72NpJojwv;09/05/2019 19:13;280;Otimoveis;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
70;4Z9Q2G9j2m;09/05/2019 19:13;279;Norvalpa;Bee;;;;;;;;;5;0;0;0;0;2;;0;;;;;;;;;
69;7oOjD1drB9;09/05/2019 19:13;278;Muralha;Bee;;;;;;;;;50;0;16;0;0;7;;0;;;;;;;;;
68;ObEjEpOQK5;09/05/2019 19:12;277;Mota;Bee;;;;;;;;;24;0;0;0;0;2;;0;;;;;;;;;
67;4YZjnnDjPv;09/05/2019 19:12;276;MF França;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
66;PblNe86rxw;09/05/2019 19:12;275;L7;Bee;;;;;;;;;62;0;9;0;0;8;;0;;;;;;;;;
65;pPErydWjOn;09/05/2019 19:12;274;Josue;Bee;;;;;;;;;4;0;0;1;0;1;;1;;;;;;;;;
64;DkMjmvwrvV;09/05/2019 19:12;273;JLA;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
63;X9EjVzXjo2;09/05/2019 19:12;272;Jamaica;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
62;3GDN1ZmQeq;09/05/2019 19:12;271;Invebras;Bee;;;;;;;;;71;0;0;0;0;5;;0;;;;;;;;;
61;6b1rA8KjKk;09/05/2019 19:12;270;Gomes;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
60;K68j92gr2V;09/05/2019 19:11;269;Futura;Bee;;;;;;;;;16;0;0;0;0;0;;0;;;;;;;;;
59;DVarwKJrOR;09/05/2019 19:11;268;Fadazan;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
58;L5MjKqxN0k;09/05/2019 19:11;267;Diniz;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
57;VX9QoZeNwY;09/05/2019 19:11;266;Construa;Bee;;;;;;;;;20;0;0;1;0;0;;4;;;;;;;;;
56;JDXQ8E0jYR;09/05/2019 19:11;265;Cezar;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
55;q3kjZ2Vj6V;09/05/2019 19:11;264;Casteval;Bee;;;;;;;;;12;0;0;1;0;2;;1;;;;;;;;;
54;698rd32jZw;09/05/2019 19:11;263;Casa Real;Bee;;;;;;;;;16;0;2;0;0;2;;0;;;;;;;;;
53;K2ejl6ONo9;09/05/2019 19:11;262;Burgman;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
52;eykNOwvNDY;09/05/2019 19:10;261;BMX;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
51;lGArg57QmR;09/05/2019 19:10;260;Bella Torre;Bee;;;;;;;;;34;0;0;0;0;2;;0;;;;;;;;;
50;o6WQbJ5QnB;09/05/2019 19:09;259;Andrade;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
49;oaANBE1r1b;09/05/2019 19:09;258;Alvitar;Bee;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
48;4PzQ4yGjJG;09/05/2019 19:09;257;A Fortiori;Bee;;;;;;;;;4;0;0;0;0;0;;0;;;;;;;;;
47;5m9N0onrzq;09/05/2019 19:09;256;P Branco;Apolar;;;;;;;;;1;0;0;1;0;0;;1;;;;;;;;;
46;4MXQJEdNZ6;09/05/2019 19:09;255;P Grossa;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
45;DVWQWRRNZ4;09/05/2019 19:09;254;Guarapuava;Apolar;;;;;;;;;0;0;0;0;0;1;;0;;;;;;;;;
44;ka6jMnor75;09/05/2019 19:09;253;Londrina;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
43;P74QYbjBEm;09/05/2019 19:09;252;Joinville;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
42;4AXQvaNLYp;09/05/2019 19:09;251;Itapoa;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
41;53GN6vNzxo;09/05/2019 19:09;250;Guaratuba;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
40;M03rzbr69d;09/05/2019 19:09;249;Garuva;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
39;LX6QawrZk4;09/05/2019 19:08;248;Caioba;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
38;0DzjGaNYp1;09/05/2019 19:08;247;Camboriu;Apolar;;;;;;;;;3;0;0;0;0;0;;0;;;;;;;;;
37;kOGQ3gQlnA;09/05/2019 19:08;246;Betaras;Apolar;;;;;;;;;1;0;0;0;0;0;;0;;;;;;;;;
36;JawrRJr5kq;09/05/2019 19:08;245;Antonina;Apolar;;;;;;;;;0;0;0;0;0;0;;0;;;;;;;;;
35;kVXr7xNJed;09/05/2019 19:08;244;Real Estate;Apolar;;;;;;;;;2;0;0;0;0;1;;2;;;;;;;;;
34;W0VNq8rmlK;09/05/2019 19:08;243;Visconde;Apolar;;;;;;;;;101;0;0;1;0;12;;1;;;;;;;;;
33;W4yQk4jgPK;25/04/2022 16:53;242;C Imbuia;Apolar;marcelo.asth@apolartaruma.com.br;;154 Rua Ronald José Carboni, , 82810-120;;;;"Mudou nome: de ""Taruma"" para ""Capão da Imbuia"" (no sistema foi dia 25/04/2022)";;0;1;0;0;0;0;;0;4130275050;;;;;;;;
32;B8qQPZr16n;14/01/2022 13:11;241;SJPinhais;Apolar;;;170 Rua Voluntários da Pátria, , 83005020;;;;;;135;0;0;8;0;2;;21;4132833300;;;;;<p><strong>* Registrar tudo por email</strong></p>;;;
31;mloNLGrM8p;14/01/2022 13:09;240;Seminario;Apolar;;;30 Rua Teixeira Soares, , 80240-440;;;;;;138;4;1;4;0;17;;6;4132703700;;;;;<p><strong>* Se corretora Kathia = n&atilde;;;
30;oGWN5qNlAe;15/09/2023 15:09;239;S Quiteria;Apolar;;;1320 Rua Professor Ulisses Vieira, , 80310-120;;;;;;70;0;0;0;0;7;;0;4130184130;;;;;<p>ATEN&Ccedil;;;
29;3xPjXYrKGE;14/01/2022 13:19;238;S Felicidade;Apolar;;;63 Rua Via Veneto, , 82020-470;;;;;;91;1;0;2;0;12;;11;4133726364;;;;;;;;
28;l5nQxLQxYX;14/01/2022 13:13;237;S Candida;Apolar;;;77 Estrada de Santa Cândida, , 82630-490;;;;;;162;3;0;8;0;6;;16;4132536999;;;;;;;;
27;m72NporwvZ;14/01/2022 13:18;236;Pinhais;Apolar;;;212 Avenida Camilo di Lellis, , 83323-000;;;;;;242;2;0;8;0;1;;23;4136613232;;;;;;;;
26;4Z9Q29N2mo;14/01/2022 13:19;235;Pilarzinho;Apolar;;;2245 Avenida Desembargador Hugo Simas, , 80520-250;;;;;;69;2;1;1;0;1;;8;4130234949;;;;;;;;
25;7oOjDdjB9A;28/10/2020 17:40;234;Merces;Apolar;;;750 Avenida Manoel Ribas, , 80510-020;;;;;;115;2;0;2;0;6;;15;4130143031;;;;;;;;
24;ObEjEONK5p;09/05/2019 19:07;233;Lancamentos;Apolar;;;;;;;;;0;0;0;0;0;1;;0;;;;;;;;;
23;4YZjnDNPvl;13/01/2021 13:21;232;Kennedy;Apolar;;;3933 Avenida Presidente Kennedy, , 80610-010;;;;;;157;3;0;0;0;8;;2;4130188485;;;;;<p><strong>* Se for da corretora Guiomar: n&atilde;;;
22;PblNe6QxwL;28/10/2020 17:35;231;Juveve;Apolar;;;671 Rua Alberto Bolliger, , 80030-280;;;;;;65;2;0;1;0;3;;4;4132508444;;;;;;;;
21;pPEryWQOnV;28/10/2020 17:35;230;J Social;Apolar;;;1258 Rua Raphael Papa, , 82530-190;;;;;;121;4;1;0;0;6;;8;4130930003;;;;;;;;
20;DkMjmwNvV6;28/10/2020 17:33;229;J Americas;Apolar;;;1023 Avenida Coronel Francisco H. dos Santos, , 81530-000;;;;;;169;4;0;4;0;14;;16;4132672060;;;;;;;;
19;X9EjVXNo2K;05/01/2023 15:11;228;A Pena;Apolar;;;2560 Rua Const. Moro Sobrinho, Lj 02;;;;;;2;0;0;2;0;0;;2;4133831556;;;;;;;;
18;3GDN1mNeqP;28/10/2020 17:26;227;Hauer;Apolar;;;1017 Rua Waldemar Kost, , 81630-180;;;;;;95;4;0;1;0;10;;1;4133711200;;;;;;;;
17;6b1rAKQKkA;28/10/2020 17:25;226;Fazendinha;Apolar;;;224 Rua Carlos Klemtz, Lj 01, 81320-000;;;;;;77;1;0;0;0;4;;2;4135273006;;;;;;;;
16;K68j9gN2V7;28/10/2020 17:25;225;Ecoville;Apolar;;;3291 Alameda Júlia da Costa, , 80730-095;;;;;;91;3;1;0;0;6;;5;4133366200;;;;;;;;
15;DVarwJjORP;28/10/2020 17:20;224;Colombo;Apolar;;;1478 Avenida Marginal José de Anchieta, , 83408-010;;;;;;736;1;0;17;0;0;;57;4136639090;;;;;;;;
14;L5MjKxr0kq;27/10/2020 18:49;223;Champagnat;Apolar;;;1148 Alameda Presidente Taunay, , 80430-000;;;;;;105;2;1;4;0;10;;11;4133357190;;;;;;;;
13;VX9QoerwYv;13/01/2021 13:19;222;Centro;Apolar;;;441 Rua Conselheiro Laurindo, , 80060-100;;;;;;340;22;3;15;0;33;;46;4133205858;;;;;;Atenção com bagunça e objetos na cena;;
12;JDXQ80QYRl;27/10/2020 18:48;221;C Raso;Apolar;;;936 Avenida Winston Churchill, , 81130-000;;;;;;344;12;2;17;0;26;;34;4132123000;;;;;;;;
11;q3kjZVj6Vb;27/10/2020 18:47;220;C Largo;Apolar;;;1149 Rua Xavier da Silva, , 83601-010;;;;;;269;0;0;1;0;0;;1;4133934058;;;;;;;;
10;698rd2QZwd;14/01/2021 10:27;219;C Comprido;Apolar;;;1173 Rua Professor João Falarz, Lj 07, 81280-270;;;;;;144;3;0;7;0;10;;15;4133205880;;;;;<p><strong>&nbsp;;;
9;K2ejlOQo9B;13/01/2021 13:19;218;C Civico;Apolar;;;678 Rua Marechal Hermes, Lj 02, 80530-230;;;;;;54;1;0;1;0;3;;4;4130159339;;;;;;Atenção com bagunça e objetos na cena;;
8;eykNOvrDY3;27/10/2020 18:43;217;Boqueirao;Apolar;;;1685 Rua Maestro Carlos Frank, , 81750-323;;;;;;117;0;0;0;0;11;;0;4130931212;;;;;;;;
7;lGArg7rmR6;27/10/2020 18:42;216;Batel;Apolar;;;873 Avenida Vicente Machado, , 80420-011;;;;;;118;7;1;0;0;2;;10;4132220310;;;;;;;;
6;o6WQb5NnBZ;27/10/2020 18:41;215;Bacacheri;Apolar;;;679 Rua Nicarágua, , 82510-170;;;;;;78;3;0;4;0;5;;9;4133564443;;;;;;;;
5;oaANB1r1by;27/10/2020 18:41;214;Araucaria;Apolar;;;931 Rua Major Sezino Pereira de Souza, , 83702-270;;;;;;1;0;0;1;0;1;;1;4136437000;;;;;;;;
4;4PzQ4GNJGV;27/10/2020 18:40;213;Alto da XV;Apolar;;;1212 Rua Itupava, , 80045-330;;;;;;124;5;1;5;0;12;;15;4133622401;;;;;;;;
3;5m9N0njzqk;14/01/2022 13:05;212;Ahu;Apolar;adm@apolarahu.com.br;madelon.schizzi@apolarahu.com.br;1468 Avenida Anita Garibaldi, , 82200-700;;;;;;1;0;0;1;0;0;7,62168E+12;1;4132507100;;;;;;;;
2;4MXQJdrZ6v;18/10/2023 03:12;211;A Verde;Apolar;apolaraguaverde@1.com;;1325 Avenida Rep. Argentina, , 80620-010;;;;;;178;3;2;4;0;24;;12;4132701600;;;;;;;;
1;DVWQWRNZ49;27/10/2020 18:38;210;A Tamandare;;rafael.casagrande@apolaralmirantetamandare.com.br;thais.casagrande@apolaralmirantetamandare.com.br;323 Avenida Emílio Johnson, Lj 02, 83501-000;;;ALMIRANTE TAMANDARE;;;;;;;;;;;;;;;;;;;
